GEOID,County,State,Target_PctChg,AgeUnder15,Age15to24,Age25to34,Age35to44,Age45to64,Age65to84,asAgeOver85,Married_Family,Avg_HH_Size,Avg_Fam_Size,High_School,BS,Veterans,Born_in_State,Own_Comp,Broadband_Access,Mean_HHI,Median_HHI,Unempl_Rate,maskLow,maskHigh,DensPerSqMile,DominantReligion,Religiosity,Region,vaccineHest,Geographical_Point,CVAC_level_of_concern_for_vaccination_rollout,Social_Vulnerability_Index_SVI,per_dem,per_gop
10001,Kent County,Delaware,0.069868996,0.129,0.136,0.138,0.115,0.244,0.158,0.02,0.458,2.59,3.11,0.887,0.245,0.142,0.441,0.918,0.887,71690,58001,4.7,0.138,0.862,276.9,Catholic,0.397215205,South,0.2443,POINT (-75.452394 38.994926),0.32,0.73,0.511944843,0.471232404
10003,New Castle County,Delaware,-0.171581769,0.119,0.129,0.145,0.125,0.265,0.144,0.016,0.448,2.56,3.24,0.915,0.368,0.07,0.461,0.954,0.903,100948,76328,4.8,0.081,0.919,1263.2,Catholic,0.530676219,South,0.2073,POINT (-75.452394 38.994926),0.16,0.38,0.678065451,0.307210925
10005,Sussex County,Delaware,-0.381465517,0.104,0.092,0.096,0.099,0.271,0.264,0.026,0.538,2.39,2.85,0.889,0.313,0.096,0.389,0.929,0.855,88437,65155,4.2,0.041,0.959,210.6,Catholic,0.48672297,South,0.2004,POINT (-75.452394 38.994926),0.12,0.4,0.438199641,0.550667945
1003,Baldwin County,Alabama,1.948559671,0.121,0.116,0.109,0.128,0.265,0.195,0.019,0.513,2.68,3.36,0.905,0.322,0.111,0.531,0.939,0.867,81449,56439,5.5,0.24,0.759,114.6,Evangelical,0.625556196,South,0.4701,POINT (-86.844516 32.756889),0.23,0.22,0.2240903,0.761713728
1015,Calhoun County,Alabama,1.291390728,0.117,0.127,0.132,0.127,0.257,0.164,0.016,0.461,2.48,3.06,0.846,0.193,0.098,0.71,0.87,0.792,61137,48156,7.6,0.39,0.609,195.7,Evangelical,0.764286678,South,0.5521,POINT (-86.844516 32.756889),0.66,0.83,0.298452425,0.688484397
1043,Cullman County,Alabama,-0.074780059,0.125,0.11,0.126,0.123,0.269,0.165,0.019,0.532,2.57,3,0.813,0.157,0.076,0.752,0.869,0.82,61920,50906,4.7,0.403,0.596,109.4,Evangelical,0.825547845,South,0.5497,POINT (-86.844516 32.756889),0.51,0.52,0.106998638,0.881221476
1049,DeKalb County,Alabama,1.495833333,0.137,0.142,0.118,0.126,0.247,0.154,0.013,0.548,2.83,3.62,0.786,0.128,0.065,0.673,0.865,0.82,56777,44208,4.7,0.241,0.759,91.5,Evangelical,0.612032232,South,0.5817,POINT (-86.844516 32.756889),0.8,0.8,0.145830495,0.843677613
1051,Elmore County,Alabama,1.722063037,0.129,0.11,0.162,0.124,0.266,0.143,0.014,0.529,2.5,3.09,0.897,0.249,0.105,0.721,0.907,0.846,82576,61854,2.8,0.264,0.737,128.2,Evangelical,0.541732343,South,0.519,POINT (-86.844516 32.756889),0.6,0.54,0.252668779,0.735169388
1055,Etowah County,Alabama,-0.019005848,0.131,0.113,0.12,0.117,0.269,0.174,0.022,0.439,2.52,3.24,0.841,0.172,0.07,0.784,0.877,0.808,59944,41447,6.3,0.377,0.623,195.2,Evangelical,0.865029206,South,0.5535,POINT (-86.844516 32.756889),0.64,0.66,0.242352497,0.744384847
1069,Houston County,Alabama,4.995884774,0.126,0.118,0.131,0.125,0.258,0.16,0.019,0.448,2.63,3.31,0.85,0.227,0.101,0.616,0.91,0.844,69495,50103,6.2,0.299,0.701,175.1,Evangelical,0.911105203,South,0.5464,POINT (-86.844516 32.756889),0.6,0.68,0.279752236,0.706430165
1073,Jefferson County,Alabama,0.515991471,0.126,0.124,0.145,0.128,0.249,0.146,0.019,0.417,2.43,3.11,0.912,0.346,0.075,0.758,0.907,0.839,79833,53944,4.8,0.193,0.807,592.5,Evangelical,0.937667245,South,0.4642,POINT (-86.844516 32.756889),0.47,0.66,0.557585132,0.426097444
1077,Lauderdale County,Alabama,0.111111111,0.114,0.151,0.117,0.114,0.255,0.189,0.018,0.473,2.35,2.99,0.85,0.222,0.072,0.696,0.884,0.744,62091,46632,4.3,0.353,0.648,138.8,Evangelical,0.667572728,South,0.5353,POINT (-86.844516 32.756889),0.55,0.45,0.26872505,0.715419834
1081,Lee County,Alabama,1.387434555,0.123,0.21,0.137,0.136,0.217,0.116,0.01,0.493,2.46,3.23,0.92,0.414,0.073,0.513,0.93,0.848,78000,53712,3.7,0.255,0.745,230.8,Evangelical,0.494791332,South,0.4406,POINT (-86.844516 32.756889),0.58,0.66,0.38992848,0.590924995
1083,Limestone County,Alabama,0.315118397,0.12,0.128,0.124,0.132,0.271,0.152,0.013,0.632,2.99,3.41,0.874,0.256,0.085,0.648,0.934,0.923,83580,63695,4.6,0.269,0.731,147.8,Evangelical,0.574786789,South,0.485,POINT (-86.844516 32.756889),0.46,0.53,0.277688636,0.703564537
1089,Madison County,Alabama,-0.181818182,0.124,0.128,0.141,0.124,0.27,0.136,0.018,0.486,2.33,2.87,0.929,0.441,0.119,0.51,0.95,0.898,88904,67930,3.5,0.235,0.766,417.7,Evangelical,0.591686056,South,0.4466,POINT (-86.844516 32.756889),0.29,0.31,0.448156002,0.527707466
1095,Marshall County,Alabama,0,0.132,0.128,0.125,0.118,0.253,0.156,0.017,0.536,2.71,3.27,0.821,0.201,0.075,0.692,0.9,0.852,63823,49467,2.2,0.268,0.732,164.4,Evangelical,0.741020652,South,0.4946,POINT (-86.844516 32.756889),0.64,0.73,0.149867608,0.836994074
1097,Mobile County,Alabama,2.648214286,0.128,0.127,0.142,0.119,0.253,0.147,0.017,0.427,2.61,3.4,0.875,0.229,0.092,0.743,0.906,0.788,64556,49639,5.4,0.249,0.75,335.9,Evangelical,0.682991438,South,0.5228,POINT (-86.844516 32.756889),0.62,0.75,0.433895307,0.552745081
11001,District of Columbia,District of Columbia,-0.142857143,0.095,0.124,0.233,0.154,0.205,0.108,0.016,0.269,2.29,3.38,0.919,0.597,0.043,0.372,0.944,0.873,135369,92266,6.3,0.094,0.907,9856.5,Catholic,0.615143513,South,0.1908,POINT (-77.016275 38.904785),0.17,0.6,0.921496939,0.053973214
1101,Montgomery County,Alabama,1.326219512,0.132,0.136,0.145,0.127,0.239,0.143,0.014,0.362,2.47,3.24,0.895,0.354,0.098,0.705,0.91,0.842,72113,53117,5.6,0.274,0.725,292.5,Evangelical,0.809642357,South,0.478,POINT (-86.844516 32.756889),0.59,0.84,0.650894199,0.336002986
1103,Morgan County,Alabama,-0.171965318,0.114,0.135,0.098,0.128,0.282,0.161,0.02,0.501,2.53,3.05,0.859,0.234,0.069,0.707,0.885,0.778,73817,54338,5.7,0.237,0.763,206.3,Evangelical,0.779956482,South,0.5237,POINT (-86.844516 32.756889),0.59,0.69,0.246342281,0.738319497
1115,St. Clair County,Alabama,0.128617363,0.126,0.116,0.139,0.126,0.276,0.15,0.012,0.637,2.66,3.08,0.856,0.136,0.066,0.776,0.946,0.836,78406,67487,5,0.305,0.695,132.3,Evangelical,0.511454308,South,0.5632,POINT (-86.844516 32.756889),0.56,0.37,0.174253505,0.813798069
1117,Shelby County,Alabama,1.578366446,0.135,0.125,0.125,0.137,0.261,0.149,0.013,0.576,2.56,3.16,0.935,0.445,0.071,0.657,0.96,0.909,101601,75614,3.3,0.215,0.785,248.5,Evangelical,0.51912756,South,0.4287,POINT (-86.844516 32.756889),0.25,0.12,0.289412788,0.693344933
1121,Talladega County,Alabama,0.865671642,0.116,0.133,0.119,0.12,0.272,0.171,0.012,0.406,2.49,3.01,0.803,0.153,0.076,0.813,0.846,0.825,62758,50147,9.4,0.471,0.53,111.7,Evangelical,0.586528296,South,0.5501,POINT (-86.844516 32.756889),0.84,0.87,0.368393012,0.623475311
1125,Tuscaloosa County,Alabama,0.744252874,0.114,0.198,0.144,0.12,0.226,0.126,0.012,0.464,2.69,3.33,0.891,0.316,0.064,0.74,0.907,0.863,73432,52243,4.7,0.221,0.779,147.3,Evangelical,0.591422818,South,0.5002,POINT (-86.844516 32.756889),0.58,0.63,0.418810717,0.56688329
1127,Walker County,Alabama,5.122222222,0.122,0.12,0.111,0.113,0.289,0.164,0.025,0.515,2.49,2.92,0.823,0.122,0.078,0.838,0.885,0.775,60865,46283,6,0.316,0.685,84.7,Evangelical,0.688987363,South,0.569,POINT (-86.844516 32.756889),0.68,0.75,0.155085018,0.834199551
12001,Alachua County,Florida,0.733668342,0.101,0.232,0.151,0.115,0.204,0.127,0.019,0.373,2.47,3.3,0.938,0.459,0.07,0.531,0.968,0.88,73143,49534,4.4,0.078,0.921,282.7,Evangelical,0.468649934,South,0.3633,POINT (-82.420978 28.260731),0.63,0.47,0.629042664,0.357437379
12005,Bay County,Florida,3.362525458,0.113,0.111,0.133,0.12,0.284,0.168,0.017,0.48,2.49,3.01,0.91,0.264,0.132,0.389,0.966,0.887,76106,59450,4.1,0.25,0.75,222.6,Evangelical,0.469896714,South,0.4703,POINT (-82.420978 28.260731),0.67,0.61,0.275348297,0.710537066
12009,Brevard County,Florida,1.846815835,0.103,0.102,0.117,0.105,0.285,0.213,0.029,0.478,2.59,3.39,0.925,0.304,0.144,0.313,0.94,0.899,78841,57305,5.6,0.237,0.764,535,Catholic,0.392836636,South,0.3847,POINT (-82.420978 28.260731),0.48,0.37,0.41176226,0.57622989
12011,Broward County,Florida,0.758155231,0.117,0.112,0.134,0.134,0.274,0.146,0.025,0.418,2.74,3.46,0.893,0.33,0.045,0.349,0.951,0.881,88786,61502,4.8,0.092,0.908,1444.9,Catholic,0.383673157,South,0.3747,POINT (-82.420978 28.260731),0.71,0.58,0.646100126,0.348145294
12015,Charlotte County,Florida,0.39688716,0.071,0.062,0.079,0.078,0.27,0.356,0.057,0.528,2.43,3,0.906,0.221,0.133,0.185,0.932,0.88,74773,54652,3.9,0.201,0.798,235.2,Catholic,0.438416532,South,0.3712,POINT (-82.420978 28.260731),0.52,0.49,0.363357401,0.629559911
12017,Citrus County,Florida,0.19375,0.083,0.075,0.082,0.08,0.271,0.332,0.038,0.528,2.28,2.72,0.879,0.226,0.132,0.287,0.931,0.859,65270,50751,9,0.213,0.787,242.8,Catholic,0.349450565,South,0.4114,POINT (-82.420978 28.260731),0.65,0.6,0.290661746,0.701141533
12019,Clay County,Florida,2.082397004,0.13,0.125,0.116,0.131,0.281,0.145,0.016,0.602,2.87,3.15,0.949,0.286,0.162,0.423,0.967,0.938,93365,76687,4.5,0.272,0.729,315.8,Evangelical,0.47337647,South,0.4179,POINT (-82.420978 28.260731),0.49,0.38,0.30800209,0.679072385
12021,Collier County,Florida,0.895442359,0.097,0.099,0.089,0.095,0.249,0.285,0.044,0.588,2.71,3.26,0.889,0.358,0.074,0.228,0.955,0.888,121643,76025,3,0.13,0.87,160.9,Catholic,0.3787105,South,0.3236,POINT (-82.420978 28.260731),0.46,0.46,0.373504701,0.620494856
12023,Columbia County,Florida,1.321533923,0.123,0.15,0.113,0.11,0.269,0.163,0.022,0.434,2.65,3.34,0.865,0.154,0.107,0.605,0.942,0.821,62768,47094,8.8,0.361,0.639,84.7,Evangelical,0.445513912,South,0.551,POINT (-82.420978 28.260731),0.74,0.86,0.269777858,0.721384904
12031,Duval County,Florida,2.112195122,0.125,0.12,0.164,0.13,0.25,0.131,0.014,0.4,2.53,3.24,0.903,0.306,0.107,0.482,0.937,0.884,79366,58415,4.6,0.177,0.823,1133.9,Evangelical,0.603507266,South,0.4394,POINT (-82.420978 28.260731),0.71,0.69,0.512471085,0.474335457
12033,Escambia County,Florida,2.168918919,0.116,0.143,0.153,0.109,0.248,0.153,0.019,0.393,2.49,3.14,0.888,0.24,0.14,0.472,0.924,0.84,73632,53136,6.5,0.166,0.834,453.4,Evangelical,0.599192256,South,0.4693,POINT (-82.420978 28.260731),0.59,0.49,0.416318409,0.56742892
12035,Flagler County,Florida,0.998211091,0.101,0.092,0.089,0.097,0.27,0.282,0.03,0.568,2.58,3.08,0.913,0.265,0.114,0.246,0.943,0.764,79514,60204,2.9,0.242,0.759,197.1,Catholic,0.363839659,South,0.3651,POINT (-82.420978 28.260731),0.67,0.28,0.39267388,0.600186848
12053,Hernando County,Florida,0.349137931,0.109,0.101,0.102,0.102,0.268,0.238,0.037,0.51,2.44,2.91,0.89,0.198,0.137,0.324,0.952,0.905,62821,51031,4.5,0.221,0.779,365.6,Catholic,0.304454271,South,0.4359,POINT (-82.420978 28.260731),0.57,0.55,0.344457502,0.646444245
12055,Highlands County,Florida,1.574285714,0.095,0.101,0.069,0.091,0.245,0.303,0.05,0.487,2.41,3,0.851,0.167,0.108,0.39,0.882,0.784,65399,48698,5.2,0.226,0.773,97.2,Evangelical,0.391118175,South,0.4474,POINT (-82.420978 28.260731),0.82,0.87,0.32466935,0.6684493
12057,Hillsborough County,Florida,0.650195059,0.124,0.124,0.153,0.138,0.254,0.129,0.016,0.43,2.68,3.38,0.887,0.348,0.076,0.391,0.96,0.91,84812,61154,4.3,0.123,0.877,1204.9,Catholic,0.432956185,South,0.396,POINT (-82.420978 28.260731),0.67,0.67,0.528558569,0.459787968
12061,Indian River County,Florida,1.733830846,0.089,0.096,0.095,0.093,0.247,0.299,0.044,0.53,2.47,2.95,0.909,0.313,0.114,0.322,0.924,0.841,87627,59782,6.3,0.201,0.8,274.5,Catholic,0.517663083,South,0.3809,POINT (-82.420978 28.260731),0.51,0.4,0.388207296,0.603914489
12069,Lake County,Florida,1.70015949,0.109,0.101,0.106,0.112,0.256,0.237,0.033,0.527,2.61,3.11,0.894,0.253,0.118,0.348,0.943,0.874,75726,57588,4.9,0.183,0.817,316.6,Catholic,0.433355103,South,0.393,POINT (-82.420978 28.260731),0.57,0.6,0.395170221,0.595601806
12071,Lee County,Florida,0.471861472,0.099,0.099,0.108,0.105,0.254,0.26,0.032,0.519,2.65,3.24,0.89,0.29,0.085,0.262,0.96,0.898,88514,62240,4.5,0.175,0.824,788.7,Catholic,0.406664038,South,0.367,POINT (-82.420978 28.260731),0.48,0.55,0.400343743,0.592149257
12073,Leon County,Florida,0.554467564,0.104,0.245,0.142,0.108,0.211,0.125,0.014,0.345,2.39,3.03,0.924,0.469,0.055,0.579,0.96,0.891,75969,54929,7,0.144,0.856,413.1,Evangelical,0.532725682,South,0.3763,POINT (-82.420978 28.260731),0.59,0.49,0.635350367,0.35262599
12081,Manatee County,Florida,0.569642857,0.102,0.102,0.102,0.102,0.265,0.251,0.032,0.523,2.75,3.38,0.904,0.307,0.095,0.325,0.959,0.879,92213,64499,6.5,0.173,0.827,434.5,Catholic,0.416586904,South,0.3768,POINT (-82.420978 28.260731),0.41,0.52,0.415591958,0.57608846
12083,Marion County,Florida,1.022869023,0.104,0.098,0.108,0.1,0.248,0.26,0.032,0.522,2.45,2.97,0.89,0.206,0.123,0.388,0.934,0.876,64731,49576,6.4,0.254,0.746,209.1,Catholic,0.386863187,South,0.439,POINT (-82.420978 28.260731),0.71,0.75,0.366275884,0.625445258
12085,Martin County,Florida,1.718208092,0.092,0.092,0.097,0.084,0.276,0.27,0.05,0.478,2.42,3,0.912,0.355,0.11,0.288,0.935,0.877,110379,70842,5.4,0.111,0.888,269.2,Catholic,0.47563526,South,0.3261,POINT (-82.420978 28.260731),0.43,0.4,0.373690821,0.619573365
12086,Miami-Dade County,Florida,1.079638009,0.111,0.117,0.141,0.136,0.271,0.142,0.024,0.438,2.93,3.52,0.803,0.306,0.021,0.324,0.939,0.803,82803,55171,3.5,0.115,0.884,1315.5,Catholic,0.41190057,South,0.3484,POINT (-82.420978 28.260731),0.82,0.82,0.534107412,0.460603069
12087,Monroe County,Florida,1,0.085,0.09,0.123,0.117,0.31,0.209,0.028,0.443,2.2,2.77,0.93,0.345,0.093,0.302,0.937,0.85,106365,68589,2.7,0.022,0.978,74.3,Catholic,0.36180052,South,0.4143,POINT (-82.420978 28.260731),0.59,0.46,0.455578921,0.534947636
12089,Nassau County,Florida,2.567735264,0.112,0.082,0.124,0.103,0.292,0.218,0.016,0.59,2.49,2.8,0.886,0.295,0.135,0.425,0.983,0.908,87206,70939,3.3,0.307,0.693,113,Evangelical,0.514553837,South,0.4705,POINT (-82.420978 28.260731),0.52,0.25,0.264644369,0.723776164
12091,Okaloosa County,Florida,0.895368782,0.125,0.126,0.157,0.123,0.243,0.145,0.018,0.503,2.69,3.28,0.929,0.316,0.191,0.335,0.939,0.886,85766,64222,3.4,0.321,0.679,194.4,Evangelical,0.576434283,South,0.4582,POINT (-82.420978 28.260731),0.64,0.39,0.294295068,0.685708884
12095,Orange County,Florida,1.08992416,0.123,0.14,0.168,0.144,0.243,0.11,0.012,0.46,2.98,3.56,0.882,0.352,0.053,0.354,0.96,0.902,88304,63461,4,0.112,0.888,1268.5,Catholic,0.452864682,South,0.381,POINT (-82.420978 28.260731),0.72,0.67,0.610151637,0.379049834
12097,Osceola County,Florida,0.618315018,0.138,0.141,0.14,0.154,0.232,0.12,0.016,0.487,3.35,4.05,0.857,0.243,0.062,0.241,0.954,0.869,68266,51760,4,0.105,0.896,202.4,Catholic,0.388034315,South,0.3786,POINT (-82.420978 28.260731),0.81,0.82,0.564249925,0.426129115
12099,Palm Beach County,Florida,1.20735786,0.106,0.107,0.119,0.115,0.258,0.203,0.04,0.455,2.59,3.25,0.89,0.377,0.062,0.31,0.948,0.876,101876,66623,5.2,0.1,0.9,670.2,Catholic,0.390794419,South,0.3468,POINT (-82.420978 28.260731),0.52,0.56,0.560780591,0.4329141
12101,Pasco County,Florida,0.428172943,0.115,0.107,0.11,0.126,0.264,0.206,0.021,0.501,2.57,3.14,0.903,0.254,0.105,0.351,0.949,0.869,73875,55828,4.2,0.111,0.888,622.2,Catholic,0.239588377,South,0.4182,POINT (-82.420978 28.260731),0.58,0.63,0.394320628,0.594830612
12103,Pinellas County,Florida,0.893665158,0.089,0.094,0.12,0.11,0.29,0.217,0.037,0.417,2.42,3.22,0.91,0.33,0.097,0.331,0.937,0.871,83277,56737,5.1,0.118,0.883,3347.5,Catholic,0.414125048,South,0.3751,POINT (-82.420978 28.260731),0.58,0.52,0.495698704,0.493481504
12105,Polk County,Florida,1.163779528,0.124,0.122,0.132,0.119,0.239,0.183,0.023,0.473,2.98,3.64,0.866,0.208,0.091,0.413,0.922,0.816,67906,51833,4.3,0.198,0.802,334.9,Evangelical,0.446011012,South,0.4405,POINT (-82.420978 28.260731),0.87,0.9,0.422567996,0.566883026
12107,Putnam County,Florida,1.24217119,0.126,0.103,0.096,0.109,0.279,0.217,0.018,0.399,2.37,2.8,0.824,0.124,0.121,0.549,0.873,0.831,54394,42899,5.5,0.232,0.767,102.2,Evangelical,0.460545425,South,0.4797,POINT (-82.420978 28.260731),0.92,0.95,0.289417975,0.701454375
12109,St. Johns County,Florida,2.803005008,0.13,0.115,0.088,0.132,0.279,0.183,0.026,0.593,2.77,3.19,0.956,0.459,0.106,0.341,0.952,0.9,122115,90356,5.6,0.215,0.784,316.4,Catholic,0.421287209,South,0.3602,POINT (-82.420978 28.260731),0.34,0.08,0.361506494,0.628155043
12111,St. Lucie County,Florida,0.242424242,0.112,0.106,0.112,0.118,0.254,0.225,0.021,0.493,2.78,3.42,0.866,0.215,0.095,0.363,0.95,0.891,72610,58039,3.9,0.179,0.821,485.7,Catholic,0.309249106,South,0.4149,POINT (-82.420978 28.260731),0.73,0.72,0.48868844,0.504335856
12113,Santa Rosa County,Florida,0.352201258,0.127,0.115,0.135,0.125,0.271,0.152,0.017,0.566,2.69,3.27,0.91,0.268,0.158,0.38,0.949,0.914,83717,64930,4.7,0.281,0.718,149.6,Evangelical,0.5248725,South,0.4551,POINT (-82.420978 28.260731),0.58,0.31,0.258229837,0.723711282
12115,Sarasota County,Florida,0.879012346,0.08,0.087,0.081,0.083,0.263,0.322,0.051,0.502,2.28,2.86,0.938,0.364,0.109,0.238,0.947,0.885,94576,66342,3.3,0.121,0.879,682.6,Catholic,0.494818789,South,0.3381,POINT (-82.420978 28.260731),0.33,0.25,0.443906495,0.548350735
12117,Seminole County,Florida,1.176325524,0.12,0.118,0.145,0.14,0.265,0.139,0.02,0.506,2.58,3.09,0.936,0.412,0.074,0.347,0.969,0.923,95285,70190,3.9,0.142,0.858,1367,Catholic,0.440972469,South,0.3477,POINT (-82.420978 28.260731),0.46,0.18,0.508130284,0.48019094
12119,Sumter County,Florida,1.438692098,0.035,0.052,0.045,0.066,0.188,0.559,0.036,0.6,2.06,2.5,0.945,0.332,0.168,0.2,0.963,0.894,83298,60287,4.8,0.137,0.863,170.8,Evangelical,0.277702847,South,0.3454,POINT (-82.420978 28.260731),0.39,0.24,0.317251446,0.678607342
12127,Volusia County,Florida,1.942857143,0.098,0.109,0.118,0.106,0.275,0.216,0.032,0.461,2.47,3.06,0.911,0.241,0.109,0.36,0.953,0.853,70972,53766,3.8,0.19,0.81,449.2,Catholic,0.38663305,South,0.4067,POINT (-82.420978 28.260731),0.65,0.53,0.424718399,0.565383702
12131,Walton County,Florida,1.520746888,0.12,0.087,0.119,0.135,0.281,0.166,0.036,0.522,2.74,3.29,0.907,0.299,0.121,0.412,0.945,0.848,79647,60457,3.2,0.244,0.756,53,Evangelical,0.451192704,South,0.4703,POINT (-82.420978 28.260731),0.73,0.58,0.236507973,0.753746197
13013,Barrow County,Georgia,-0.058236273,0.151,0.121,0.145,0.149,0.245,0.115,0.01,0.588,2.99,3.46,0.848,0.231,0.082,0.546,0.932,0.907,77081,69890,4.5,0.241,0.758,432.7,Evangelical,0.438248735,South,0.4785,POINT (-83.426574 32.638481),0.68,0.42,0.275652013,0.7068379
13015,Bartow County,Georgia,0.071813285,0.137,0.13,0.13,0.126,0.262,0.143,0.008,0.527,2.68,3.18,0.839,0.177,0.069,0.669,0.921,0.8,70644,59911,4.5,0.388,0.613,217.9,Evangelical,0.526114001,South,0.525,POINT (-83.426574 32.638481),0.72,0.59,0.239596544,0.746512365
13021,Bibb County,Georgia,-0.301619433,0.139,0.139,0.137,0.116,0.242,0.14,0.02,0.357,2.6,3.41,0.869,0.249,0.081,0.741,0.881,0.82,67678,42140,7.4,0.313,0.688,622.8,Evangelical,0.711791291,South,0.4711,POINT (-83.426574 32.638481),0.67,0.92,0.613852985,0.375583336
13031,Bulloch County,Georgia,-0.525198939,0.109,0.283,0.143,0.1,0.197,0.108,0.006,0.382,2.51,2.99,0.899,0.266,0.06,0.698,0.958,0.823,61191,50436,6,0.265,0.734,104.4,Evangelical,0.427574519,South,0.4908,POINT (-83.426574 32.638481),0.76,0.81,0.373811898,0.6110668
13045,Carroll County,Georgia,1.091603053,0.129,0.158,0.135,0.144,0.229,0.126,0.013,0.489,2.72,3.21,0.83,0.189,0.072,0.693,0.914,0.866,69895,61133,8.5,0.376,0.625,221.5,Evangelical,0.555656084,South,0.5428,POINT (-83.426574 32.638481),0.68,0.78,0.298061389,0.687986488
13047,Catoosa County,Georgia,-0.256067961,0.125,0.121,0.125,0.119,0.272,0.158,0.018,0.548,2.78,3.3,0.903,0.234,0.091,0.278,0.928,0.882,71692,61487,3.4,0.409,0.592,394.3,Evangelical,0.347299115,South,0.5187,POINT (-83.426574 32.638481),0.46,0.13,0.212683705,0.772159666
13051,Chatham County,Georgia,1.240458015,0.119,0.144,0.164,0.124,0.233,0.144,0.018,0.393,2.57,3.28,0.896,0.341,0.094,0.536,0.941,0.858,80418,57611,6.1,0.219,0.782,621.7,Evangelical,0.653231647,South,0.4509,POINT (-83.426574 32.638481),0.51,0.69,0.586524047,0.399016551
13057,Cherokee County,Georgia,0.016997167,0.141,0.121,0.125,0.141,0.267,0.141,0.008,0.614,2.75,3.23,0.908,0.381,0.07,0.457,0.937,0.906,101950,86404,2.7,0.203,0.797,508.3,Evangelical,0.492152874,South,0.4117,POINT (-83.426574 32.638481),0.47,0.12,0.295404482,0.687670476
13059,Clarke County,Georgia,1.84,0.103,0.283,0.155,0.095,0.196,0.108,0.005,0.299,2.23,2.91,0.911,0.481,0.044,0.574,0.934,0.858,64933,39799,4.6,0.171,0.829,979.1,Mainline,0.466713505,South,0.4125,POINT (-83.426574 32.638481),0.7,0.77,0.702196861,0.281424064
13063,Clayton County,Georgia,-0.067594433,0.156,0.146,0.153,0.136,0.237,0.09,0.006,0.346,2.96,3.71,0.837,0.188,0.077,0.508,0.941,0.864,60225,51093,6.9,0.217,0.783,1832.5,Other,0.472126711,South,0.4919,POINT (-83.426574 32.638481),0.82,0.91,0.849870916,0.140754919
13067,Cobb County,Georgia,0.433544304,0.13,0.13,0.148,0.14,0.264,0.116,0.011,0.493,2.61,3.18,0.92,0.48,0.069,0.401,0.981,0.949,108459,79601,3.5,0.204,0.797,2026.4,Evangelical,0.633558986,South,0.3666,POINT (-83.426574 32.638481),0.44,0.27,0.563452434,0.420178397
13073,Columbia County,Georgia,0.250980392,0.148,0.138,0.134,0.141,0.245,0.13,0.011,0.571,3.33,4,0.932,0.409,0.158,0.49,0.954,0.884,111034,88761,3.4,0.22,0.781,427.6,Evangelical,0.465978251,South,0.3967,POINT (-83.426574 32.638481),0.37,0.13,0.362792429,0.62070121
13077,Coweta County,Georgia,0.524590164,0.142,0.119,0.13,0.128,0.278,0.136,0.009,0.533,2.76,3.33,0.896,0.268,0.101,0.561,0.954,0.871,90034,78423,2.2,0.341,0.659,288.8,Evangelical,0.549769473,South,0.4192,POINT (-83.426574 32.638481),0.46,0.24,0.31523848,0.670594669
13089,DeKalb County,Georgia,0.329268293,0.125,0.118,0.168,0.143,0.247,0.115,0.013,0.355,2.57,3.56,0.9,0.449,0.061,0.471,0.939,0.883,94336,63652,4.9,0.139,0.86,2585.7,Catholic,0.540699212,South,0.3828,POINT (-83.426574 32.638481),0.61,0.66,0.831194403,0.157458206
13095,Dougherty County,Georgia,-0.259681093,0.127,0.165,0.122,0.118,0.232,0.152,0.015,0.308,2.56,3.6,0.822,0.204,0.079,0.764,0.84,0.727,51382,35062,12.5,0.115,0.885,287.7,Evangelical,0.673727066,South,0.4916,POINT (-83.426574 32.638481),0.74,0.95,0.69623374,0.295888004
13097,Douglas County,Georgia,0.197952218,0.146,0.161,0.108,0.14,0.263,0.107,0.013,0.462,2.97,3.67,0.908,0.319,0.073,0.479,0.947,0.851,80676,62669,6,0.21,0.789,661.8,Evangelical,0.562102067,South,0.4364,POINT (-83.426574 32.638481),0.65,0.54,0.619540995,0.368332706
13113,Fayette County,Georgia,0.738396624,0.135,0.122,0.091,0.129,0.288,0.171,0.021,0.657,2.76,3.03,0.96,0.451,0.107,0.398,0.978,0.941,128190,92172,2.4,0.277,0.723,548.3,Evangelical,0.829337412,South,0.3426,POINT (-83.426574 32.638481),0.18,0.06,0.459232714,0.527210601
13115,Floyd County,Georgia,-0.275,0.134,0.142,0.129,0.108,0.261,0.152,0.021,0.517,2.66,3.32,0.855,0.229,0.083,0.697,0.902,0.832,68905,50880,4.2,0.456,0.543,188.9,Evangelical,0.711037512,South,0.5075,POINT (-83.426574 32.638481),0.75,0.89,0.288261048,0.699209018
13117,Forsyth County,Georgia,0.116809117,0.161,0.126,0.092,0.164,0.275,0.117,0.008,0.71,2.98,3.31,0.935,0.56,0.058,0.395,0.981,0.954,134249,112108,2.9,0.166,0.834,783.5,Evangelical,0.478186552,South,0.3135,POINT (-83.426574 32.638481),0.44,0.04,0.32640688,0.658281198
13121,Fulton County,Georgia,0.751851852,0.12,0.138,0.173,0.142,0.251,0.105,0.015,0.363,2.34,3.19,0.939,0.575,0.054,0.444,0.953,0.905,125680,80013,4.2,0.151,0.849,1748,Mainline,0.79021292,South,0.3396,POINT (-83.426574 32.638481),0.52,0.53,0.725901573,0.262032269
