fips,State,County,EconomicRegion,DensPerSqMile,New_case_rate,Infection_rate_change,per_gop,per_dem,low_mask_adoption,mask_adoption,AnyVaccineHesitancy,FullyVaccinatedAdults,Geographical_Point,Family,PercReligion
1001,Alabama,Autauga County,Southeast,91.8,9.46,2.04,0.714368023,0.270183651,0.261,0.739,0.519,0.288,POINT (-86.844516 32.756889),Evangelical,0.763738982
1003,Alabama,Baldwin County,Southeast,114.6,14.33,9.47,0.761713728,0.2240903,0.24,0.759,0.4701,0.336,POINT (-86.844516 32.756889),Evangelical,0.625556196
1005,Alabama,Barbour County,Southeast,31,10.42,7.72,0.534512265,0.457881727,0.308,0.692,0.5287,0.257,POINT (-86.844516 32.756889),Evangelical,0.615070838
1007,Alabama,Bibb County,Southeast,36.8,5.74,1.27,0.784262637,0.206982804,0.15,0.85,0.5724,0.222,POINT (-86.844516 32.756889),Evangelical,0.511760855
1009,Alabama,Blount County,Southeast,88.9,8.65,3.96,0.895715528,0.09569378,0.347,0.653,0.5632,0.215,POINT (-86.844516 32.756889),Evangelical,0.711820941
1011,Alabama,Bullock County,Southeast,17.5,0,-9.9,0.248428355,0.747019293,0.215,0.786,0.5287,0.382,POINT (-86.844516 32.756889),Evangelical,0.622319956
1013,Alabama,Butler County,Southeast,27,11.02,3.67,0.575252951,0.41789629,0.412,0.588,0.5405,0.298,POINT (-86.844516 32.756889),Evangelical,0.644292739
1015,Alabama,Calhoun County,Southeast,195.7,6.92,3.9,0.688484397,0.298452425,0.39,0.609,0.5521,0.341,POINT (-86.844516 32.756889),Evangelical,0.764286678
1017,Alabama,Chambers County,Southeast,57.4,9.45,-0.57,0.572690395,0.416448574,0.304,0.696,0.5589,0.238,POINT (-86.844516 32.756889),Evangelical,0.732514979
1019,Alabama,Cherokee County,Southeast,46.9,12,8.73,0.860336558,0.132021787,0.323,0.678,0.5501,0.254,POINT (-86.844516 32.756889),Evangelical,0.540228558
1021,Alabama,Chilton County,Southeast,63,9.32,5.46,0.832988089,0.159140342,0.188,0.812,0.5589,0.24,POINT (-86.844516 32.756889),Evangelical,0.740531128
1023,Alabama,Choctaw County,Southeast,15.2,3.4,-1.14,0.575562701,0.418944266,0.213,0.787,0.5429,0.442,POINT (-86.844516 32.756889),Evangelical,0.761526806
1025,Alabama,Clarke County,Southeast,20.9,9.68,4.6,0.557594214,0.438142368,0.301,0.698,0.5429,0.355,POINT (-86.844516 32.756889),Evangelical,0.860140131
1027,Alabama,Clay County,Southeast,23.1,6.48,-4.85,0.808225108,0.182828283,0.501,0.498,0.5501,0.303,POINT (-86.844516 32.756889),Evangelical,0.810938846
1029,Alabama,Cleburne County,Southeast,26.7,7.67,-5.74,0.897191089,0.093399751,0.414,0.585,0.5501,0.25,POINT (-86.844516 32.756889),Evangelical,0.824472348
1031,Alabama,Coffee County,Southeast,73.6,19.11,17.58,0.758653199,0.227878788,0.347,0.652,0.5405,0.271,POINT (-86.844516 32.756889),Evangelical,0.729198366
1033,Alabama,Colbert County,Southeast,91.8,8.28,-0.25,0.688625117,0.299182385,0.33,0.669,0.5353,0.383,POINT (-86.844516 32.756889),Evangelical,0.753325494
1035,Alabama,Conecuh County,Southeast,15.6,13.02,8.88,0.53438907,0.460487502,0.41,0.591,0.5429,0.312,POINT (-86.844516 32.756889),Evangelical,0.65406713
1037,Alabama,Coosa County,Southeast,17.7,6.7,-5.36,0.662712174,0.327797043,0.353,0.647,0.5589,0.308,POINT (-86.844516 32.756889),Evangelical,0.580466245
1039,Alabama,Covington County,Southeast,36.6,20.44,6.17,0.836833046,0.156110155,0.444,0.557,0.5405,0.254,POINT (-86.844516 32.756889),Evangelical,0.674566397
1041,Alabama,Crenshaw County,Southeast,22.8,12.45,5.19,0.735076319,0.256914009,0.35,0.649,0.5405,0.271,POINT (-86.844516 32.756889),Evangelical,0.694664174
1043,Alabama,Cullman County,Southeast,109.4,6.31,-0.51,0.881221476,0.106998638,0.403,0.596,0.5497,0.305,POINT (-86.844516 32.756889),Evangelical,0.825547845
1045,Alabama,Dale County,Southeast,89.6,22.66,16.56,0.724642821,0.2619313,0.32,0.68,0.5464,0.406,POINT (-86.844516 32.756889),Evangelical,0.571252313
1047,Alabama,Dallas County,Southeast,44.8,4.22,2.68,0.309225258,0.684617107,0.354,0.646,0.5724,0.313,POINT (-86.844516 32.756889),Evangelical,0.653788225
1049,Alabama,DeKalb County,Southeast,91.5,5.99,3.59,0.843677613,0.145830495,0.241,0.759,0.5817,0.239,POINT (-86.844516 32.756889),Evangelical,0.612032232
1051,Alabama,Elmore County,Southeast,128.2,9.5,6.01,0.735169388,0.252668779,0.264,0.737,0.519,0.317,POINT (-86.844516 32.756889),Evangelical,0.541732343
1053,Alabama,Escambia County,Southeast,40.5,4.29,-0.78,0.683155248,0.309113765,0.328,0.672,0.5429,0.256,POINT (-86.844516 32.756889),Evangelical,0.655888724
1055,Alabama,Etowah County,Southeast,195.2,6.71,-0.13,0.744384847,0.242352497,0.377,0.623,0.5535,0.303,POINT (-86.844516 32.756889),Evangelical,0.865029206
1057,Alabama,Fayette County,Southeast,27.5,5.11,-10.66,0.832762948,0.159137577,0.337,0.662,0.569,0.274,POINT (-86.844516 32.756889),Evangelical,0.691723218
1059,Alabama,Franklin County,Southeast,50,4.1,-3.64,0.824932422,0.165845126,0.359,0.64,0.5353,0.355,POINT (-86.844516 32.756889),Evangelical,0.684803179
1061,Alabama,Geneva County,Southeast,46.6,11.96,8.7,0.864726983,0.127142288,0.396,0.603,0.5464,0.291,POINT (-86.844516 32.756889),Evangelical,0.696005972
1063,Alabama,Greene County,Southeast,14,7.05,3.53,0.183246073,0.813403141,0.21,0.79,0.5724,0.378,POINT (-86.844516 32.756889),Evangelical,0.311221669
1065,Alabama,Hale County,Southeast,24.5,10.73,4.88,0.402676092,0.591643524,0.171,0.83,0.5724,0.478,POINT (-86.844516 32.756889),Evangelical,0.706345178
1067,Alabama,Henry County,Southeast,30.8,15.78,15.78,0.710582921,0.280275328,0.304,0.696,0.5464,0.348,POINT (-86.844516 32.756889),Evangelical,0.532770778
1069,Alabama,Houston County,Southeast,175.1,14.57,12.14,0.706430165,0.279752236,0.299,0.701,0.5464,0.325,POINT (-86.844516 32.756889),Evangelical,0.911105203
1071,Alabama,Jackson County,Southeast,49.4,16.33,8.58,0.832205111,0.157260112,0.291,0.709,0.5817,0.361,POINT (-86.844516 32.756889),Evangelical,0.585774137
1073,Alabama,Jefferson County,Southeast,592.5,7.11,2.42,0.426097444,0.557585132,0.193,0.807,0.4642,0.448,POINT (-86.844516 32.756889),Evangelical,0.937667245
1075,Alabama,Lamar County,Southeast,24.1,2.07,0.86,0.858334492,0.135965522,0.284,0.716,0.569,0.345,POINT (-86.844516 32.756889),Evangelical,0.844204889
1077,Alabama,Lauderdale County,Southeast,138.8,7.7,0.77,0.715419834,0.26872505,0.353,0.648,0.5353,0.372,POINT (-86.844516 32.756889),Evangelical,0.667572728
1079,Alabama,Lawrence County,Southeast,49.7,2.6,-10.42,0.768635768,0.222194498,0.33,0.67,0.5237,0.372,POINT (-86.844516 32.756889),Evangelical,0.555024899
1081,Alabama,Lee County,Southeast,230.8,9.12,5.3,0.590924995,0.38992848,0.255,0.745,0.4406,0.329,POINT (-86.844516 32.756889),Evangelical,0.494791332
1083,Alabama,Limestone County,Southeast,147.8,7.22,1.73,0.703564537,0.277688636,0.269,0.731,0.485,0.291,POINT (-86.844516 32.756889),Evangelical,0.574786789
1085,Alabama,Lowndes County,Southeast,15.8,11.75,8.32,0.26861741,0.727432334,0.338,0.663,0.519,0.353,POINT (-86.844516 32.756889),Evangelical,0.569696433
1087,Alabama,Macon County,Southeast,35.2,5.53,-0.93,0.176659406,0.814857274,0.282,0.717,0.5287,0.34,POINT (-86.844516 32.756889),Black Church,0.482192803
1089,Alabama,Madison County,Southeast,417.7,5.67,-1.26,0.527707466,0.448156002,0.235,0.766,0.4466,0.472,POINT (-86.844516 32.756889),Evangelical,0.591686056
1091,Alabama,Marengo County,Southeast,21.5,11.36,9.85,0.490183486,0.503486239,0.302,0.698,0.5724,0.409,POINT (-86.844516 32.756889),Evangelical,0.868502402
1093,Alabama,Marion County,Southeast,41.5,9.14,-11.62,0.883971898,0.105960745,0.439,0.56,0.5628,0.281,POINT (-86.844516 32.756889),Evangelical,0.659799844
1095,Alabama,Marshall County,Southeast,164.4,9.45,0,0.836994074,0.149867608,0.268,0.732,0.4946,0.334,POINT (-86.844516 32.756889),Evangelical,0.741020652
1097,Alabama,Mobile County,Southeast,335.9,20.43,14.83,0.552745081,0.433895307,0.249,0.75,0.5228,0.347,POINT (-86.844516 32.756889),Evangelical,0.682991438
1099,Alabama,Monroe County,Southeast,22.5,11.71,9.64,0.576209224,0.417604049,0.335,0.666,0.5429,0.301,POINT (-86.844516 32.756889),Evangelical,0.713282469
1101,Alabama,Montgomery County,Southeast,292.5,7.63,4.35,0.336002986,0.650894199,0.274,0.725,0.478,0.392,POINT (-86.844516 32.756889),Evangelical,0.809642357
1103,Alabama,Morgan County,Southeast,206.3,5.73,-1.19,0.738319497,0.246342281,0.237,0.763,0.5237,0.349,POINT (-86.844516 32.756889),Evangelical,0.779956482
1105,Alabama,Perry County,Southeast,14.7,3.2,0,0.256022945,0.738049713,0.196,0.805,0.5724,0.374,POINT (-86.844516 32.756889),Evangelical,0.633462374
1107,Alabama,Pickens County,Southeast,22.4,2.87,0,0.578609847,0.416011585,0.26,0.741,0.5177,0.337,POINT (-86.844516 32.756889),Evangelical,0.769674871
1109,Alabama,Pike County,Southeast,48.9,9.49,9.06,0.581027382,0.407196012,0.336,0.663,0.5287,0.293,POINT (-86.844516 32.756889),Evangelical,0.584090702
1111,Alabama,Randolph County,Southeast,39.5,5.66,-0.63,0.789794223,0.203285042,0.489,0.512,0.5501,0.272,POINT (-86.844516 32.756889),Evangelical,0.667961419
1113,Alabama,Russell County,Southeast,82.6,5.67,0.25,0.462468939,0.526419429,0.216,0.783,0.5287,0.284,POINT (-86.844516 32.756889),Evangelical,0.739494211
1115,Alabama,St. Clair County,Southeast,132.3,7.02,0.8,0.813798069,0.174253505,0.305,0.695,0.5632,0.285,POINT (-86.844516 32.756889),Evangelical,0.511454308
1117,Alabama,Shelby County,Southeast,248.5,11.68,7.15,0.693344933,0.289412788,0.215,0.785,0.4287,0.266,POINT (-86.844516 32.756889),Evangelical,0.51912756
1119,Alabama,Sumter County,Southeast,15.2,5.75,5.75,0.25401367,0.738833254,0.241,0.759,0.5724,0.362,POINT (-86.844516 32.756889),Evangelical,0.40499891
1121,Alabama,Talladega County,Southeast,111.7,10,4.64,0.623475311,0.368393012,0.471,0.53,0.5501,0.265,POINT (-86.844516 32.756889),Evangelical,0.586528296
1123,Alabama,Tallapoosa County,Southeast,58.1,16.63,9.2,0.712829308,0.279119623,0.298,0.702,0.5589,0.305,POINT (-86.844516 32.756889),Evangelical,0.807069396
1125,Alabama,Tuscaloosa County,Southeast,147.3,6.07,2.59,0.56688329,0.418810717,0.221,0.779,0.5002,0.328,POINT (-86.844516 32.756889),Evangelical,0.591422818
1127,Alabama,Walker County,Southeast,84.7,11.02,9.22,0.834199551,0.155085018,0.316,0.685,0.569,0.357,POINT (-86.844516 32.756889),Evangelical,0.688987363
1129,Alabama,Washington County,Southeast,16.3,6.13,4.09,0.739522307,0.254393871,0.197,0.802,0.5429,0.308,POINT (-86.844516 32.756889),Evangelical,0.665263637
1131,Alabama,Wilcox County,Southeast,13.1,2.75,2.75,0.310520075,0.685753007,0.358,0.642,0.5429,0.394,POINT (-86.844516 32.756889),Black Church,0.654670094
1133,Alabama,Winston County,Southeast,39.9,3.53,-13.4,0.90349167,0.086316909,0.504,0.495,0.5497,0.163,POINT (-86.844516 32.756889),Evangelical,0.652630289
4001,Arizona,Apache County,Southwest,6.4,9.34,4.77,0.325213882,0.662052696,0.149,0.851,0.6888,0.663,POINT (-111.664616 34.293239),Catholic,0.493623983
4003,Arizona,Cochise County,Southwest,21.3,3.44,0.38,0.587981413,0.392439601,0.225,0.775,0.4716,0.475,POINT (-111.664616 34.293239),Catholic,0.426240616
4005,Arizona,Coconino County,Southwest,7.2,7.9,3.25,0.368827203,0.60941292,0.189,0.812,0.5347,0.607,POINT (-111.664616 34.293239),Mormon,0.324063948
4007,Arizona,Gila County,Southwest,11.3,8.99,-7.14,0.663956933,0.323108606,0.117,0.883,0.5332,0.524,POINT (-111.664616 34.293239),Catholic,0.400488833
4009,Arizona,Graham County,Southwest,8.1,3,1.28,0.716791144,0.269005068,0.399,0.602,0.5332,0.551,POINT (-111.664616 34.293239),Mormon,0.568054809
4011,Arizona,Greenlee County,Southwest,4.6,9.02,9.02,0.659707158,0.320498915,0.367,0.633,0.5332,0.41,POINT (-111.664616 34.293239),Catholic,0.541424677
4012,Arizona,La Paz County,Southwest,4.6,10.15,6.36,0.687533512,0.299731903,0.257,0.743,0.5035,0.403,POINT (-111.664616 34.293239),Catholic,0.373561783
4013,Arizona,Maricopa County,Southwest,414.9,9.36,1.81,0.481119608,0.502916923,0.107,0.892,0.4561,0.436,POINT (-111.664616 34.293239),Catholic,0.416318127
4015,Arizona,Mohave County,Southwest,15,20.06,9.62,0.750059692,0.237151998,0.251,0.749,0.5035,0.306,POINT (-111.664616 34.293239),Catholic,0.242499475
4017,Arizona,Navajo County,Southwest,10.8,10.05,3.92,0.534094201,0.451557461,0.258,0.741,0.6888,0.539,POINT (-111.664616 34.293239),Mormon,0.445969716
4019,Arizona,Pima County,Southwest,106.7,5.63,2.48,0.398970686,0.585674095,0.12,0.88,0.4539,0.545,POINT (-111.664616 34.293239),Catholic,0.427335317
4021,Arizona,Pinal County,Southwest,70,10.22,0.13,0.578678859,0.405897199,0.184,0.815,0.533,0.398,POINT (-111.664616 34.293239),Catholic,0.224541608
4023,Arizona,Santa Cruz County,Southwest,38.3,7.99,3.69,0.316650478,0.671642554,0.088,0.911,0.4716,0.823,POINT (-111.664616 34.293239),Catholic,0.409046816
4025,Arizona,Yavapai County,Southwest,26,9.9,5.77,0.638798157,0.34618928,0.185,0.815,0.4471,0.372,POINT (-111.664616 34.293239),Catholic,0.291959077
5001,Arkansas,Arkansas County,Southeast,19.2,37.58,22.06,0.684043229,0.288938334,0.226,0.773,0.6167,0.434,POINT (-92.439162 34.899825),Evangelical,0.906882591
5003,Arkansas,Ashley County,Southeast,23.6,11.87,10.42,0.699974767,0.268104971,0.289,0.712,0.6499,0.38,POINT (-92.439162 34.899825),Evangelical,0.967693223
5005,Arkansas,Baxter County,Southeast,74.9,72.91,65.41,0.753843957,0.220640739,0.362,0.638,0.5833,0.373,POINT (-92.439162 34.899825),Evangelical,0.564570135
5007,Arkansas,Benton County,Southeast,261.2,13.61,9.31,0.61682734,0.352333378,0.198,0.803,0.5153,0.404,POINT (-92.439162 34.899825),Evangelical,0.564667772
5009,Arkansas,Boone County,Southeast,62.5,56.87,45.04,0.797709478,0.179034708,0.396,0.605,0.5833,0.284,POINT (-92.439162 34.899825),Evangelical,0.787551148
5011,Arkansas,Bradley County,Southeast,17.7,22.56,6.63,0.639025725,0.332238643,0.371,0.629,0.6499,0.448,POINT (-92.439162 34.899825),Evangelical,1.035106013
5013,Arkansas,Calhoun County,Southeast,8.5,22.02,5.96,0.749770852,0.219523373,0.385,0.615,0.5742,0.265,POINT (-92.439162 34.899825),Evangelical,0.715163934
5015,Arkansas,Carroll County,Southeast,43.6,26.18,21.15,0.629312537,0.341018903,0.294,0.706,0.5833,0.348,POINT (-92.439162 34.899825),Evangelical,0.437112876
5017,Arkansas,Chicot County,Southeast,18.3,1.41,0,0.427004631,0.550816476,0.371,0.628,0.6499,0.435,POINT (-92.439162 34.899825),Evangelical,0.564237288
5019,Arkansas,Clark County,Southeast,26.6,35.84,25.6,0.549851102,0.409529482,0.251,0.749,0.5863,0.375,POINT (-92.439162 34.899825),Evangelical,0.78077843
5021,Arkansas,Clay County,Southeast,25.2,5.89,3.93,0.788346517,0.185606791,0.363,0.637,0.6156,0.376,POINT (-92.439162 34.899825),Evangelical,0.547969906
5023,Arkansas,Cleburne County,Southeast,46.9,30.96,24.65,0.814511041,0.156782334,0.194,0.805,0.6283,0.349,POINT (-92.439162 34.899825),Evangelical,0.627878321
5025,Arkansas,Cleveland County,Southeast,14.5,32.32,19.75,0.796388889,0.180833333,0.297,0.703,0.6499,0.395,POINT (-92.439162 34.899825),Mainline,0.70606514
5027,Arkansas,Columbia County,Southeast,32.1,18.88,13.4,0.638347261,0.326601671,0.367,0.633,0.5742,0.338,POINT (-92.439162 34.899825),Evangelical,0.876507006
5029,Arkansas,Conway County,Southeast,38.5,15.08,13.02,0.655613126,0.30109384,0.328,0.672,0.6045,0.442,POINT (-92.439162 34.899825),Evangelical,0.590137733
5031,Arkansas,Craighead County,Southeast,136.4,17.48,12.17,0.66365454,0.309547921,0.339,0.661,0.6181,0.329,POINT (-92.439162 34.899825),Evangelical,0.715583298
5033,Arkansas,Crawford County,Southeast,104.4,10.61,5.64,0.772363123,0.205844506,0.422,0.578,0.5939,0.312,POINT (-92.439162 34.899825),Evangelical,0.549024989
5035,Arkansas,Crittenden County,Southeast,83.5,5.66,2.38,0.448035682,0.520193071,0.186,0.814,0.6311,0.307,POINT (-92.439162 34.899825),Evangelical,0.560351263
5037,Arkansas,Cross County,Southeast,29,8.7,-0.87,0.712474791,0.255257851,0.277,0.723,0.6656,0.385,POINT (-92.439162 34.899825),Evangelical,0.813206491
5039,Arkansas,Dallas County,Southeast,12.2,101.91,101.91,0.593808985,0.363533409,0.345,0.655,0.5742,0.438,POINT (-92.439162 34.899825),Evangelical,0.834277969
5041,Arkansas,Desha County,Southeast,16.9,12.57,7.54,0.461335255,0.484149856,0.301,0.698,0.6499,0.468,POINT (-92.439162 34.899825),Evangelical,0.749615621
5043,Arkansas,Drew County,Southeast,22.3,18.82,10.98,0.629559931,0.35118703,0.319,0.682,0.6499,0.37,POINT (-92.439162 34.899825),Evangelical,0.828191691
5045,Arkansas,Faulkner County,Southeast,174.8,30.38,23.69,0.632413464,0.337087528,0.17,0.829,0.601,0.388,POINT (-92.439162 34.899825),Evangelical,0.603618958
5047,Arkansas,Franklin County,Southeast,29.8,7.26,2.56,0.79632487,0.182353766,0.473,0.527,0.6236,0.381,POINT (-92.439162 34.899825),Evangelical,0.481710345
5049,Arkansas,Fulton County,Southeast,19.8,21.75,19.46,0.773783942,0.202187927,0.452,0.548,0.6283,0.26,POINT (-92.439162 34.899825),Evangelical,0.473662719
5051,Arkansas,Garland County,Southeast,141.7,32.77,27.6,0.657684563,0.31776737,0.195,0.806,0.5863,0.349,POINT (-92.439162 34.899825),Evangelical,0.637080313
5053,Arkansas,Grant County,Southeast,28.3,41.45,28.94,0.828536585,0.154634146,0.252,0.747,0.5947,0.346,POINT (-92.439162 34.899825),Mainline,0.609141321
5055,Arkansas,Greene County,Southeast,72.9,20.8,16.39,0.786956522,0.189937888,0.357,0.643,0.6156,0.338,POINT (-92.439162 34.899825),Evangelical,0.631004989
5057,Arkansas,Hempstead County,Southeast,31.1,19.9,4.64,0.652745327,0.312207944,0.267,0.733,0.6078,0.233,POINT (-92.439162 34.899825),Evangelical,0.780839489
5059,Arkansas,Hot Spring County,Southeast,53.5,38.49,30.03,0.732818348,0.24544079,0.224,0.776,0.5863,0.323,POINT (-92.439162 34.899825),Mainline,0.556055038
5061,Arkansas,Howard County,Southeast,23.4,15.15,14.07,0.696524617,0.277203144,0.296,0.705,0.6236,0.386,POINT (-92.439162 34.899825),Evangelical,0.836318805
5063,Arkansas,Independence County,Southeast,48,25.3,10.95,0.775220507,0.193357222,0.381,0.619,0.6283,0.28,POINT (-92.439162 34.899825),Evangelical,0.702867902
5065,Arkansas,Izard County,Southeast,23.6,44.02,39.83,0.79707401,0.175731497,0.34,0.66,0.6283,0.273,POINT (-92.439162 34.899825),Evangelical,0.547094042
5067,Arkansas,Jackson County,Southeast,28.4,8.54,4.27,0.705755254,0.268120212,0.354,0.647,0.6551,0.301,POINT (-92.439162 34.899825),Evangelical,0.639773296
5069,Arkansas,Jefferson County,Southeast,88.9,22.23,9.83,0.378448207,0.595476588,0.25,0.75,0.5947,0.29,POINT (-92.439162 34.899825),Evangelical,0.664247433
5071,Arkansas,Johnson County,Southeast,38.7,11.83,4.84,0.730469573,0.240366393,0.452,0.549,0.6045,0.362,POINT (-92.439162 34.899825),Evangelical,0.522317933
5073,Arkansas,Lafayette County,Southeast,14.5,12.94,10.78,0.655841732,0.313176558,0.28,0.72,0.6078,0.278,POINT (-92.439162 34.899825),Evangelical,0.606017005
5075,Arkansas,Lawrence County,Southeast,29.6,25.25,20.17,0.780092197,0.184394741,0.366,0.635,0.6156,0.327,POINT (-92.439162 34.899825),Evangelical,0.676772897
5077,Arkansas,Lee County,Southeast,17.3,19.36,5.81,0.451544944,0.499648876,0.33,0.67,0.6656,0.263,POINT (-92.439162 34.899825),Evangelical,0.43303914
5079,Arkansas,Lincoln County,Southeast,25.2,6.58,-1.1,0.704258065,0.266322581,0.245,0.755,0.6499,0.252,POINT (-92.439162 34.899825),Evangelical,0.40462714
5081,Arkansas,Little River County,Southeast,24.7,8.16,3.5,0.717597064,0.236816689,0.301,0.7,0.6078,0.238,POINT (-92.439162 34.899825),Evangelical,0.733657277
5083,Arkansas,Logan County,Southeast,31.6,13.98,1.56,0.783100304,0.187720365,0.378,0.622,0.6236,0.344,POINT (-92.439162 34.899825),Evangelical,0.862434573
5085,Arkansas,Lonoke County,Southeast,88.7,38.39,28.26,0.746330963,0.218054921,0.229,0.771,0.601,0.372,POINT (-92.439162 34.899825),Evangelical,0.53769969
5087,Arkansas,Madison County,Southeast,18.8,29.3,23.27,0.769691198,0.212624133,0.322,0.678,0.5833,0.314,POINT (-92.439162 34.899825),Evangelical,0.3999491
5089,Arkansas,Marion County,Southeast,27.9,61.61,51.34,0.770758363,0.204051713,0.402,0.598,0.5833,0.269,POINT (-92.439162 34.899825),Evangelical,0.428931724
5091,Arkansas,Miller County,Southeast,69.5,6.61,1.66,0.721156755,0.256821344,0.294,0.706,0.6078,0.103,POINT (-92.439162 34.899825),Evangelical,0.685311306
5093,Arkansas,Mississippi County,Southeast,51.6,7.38,3.16,0.591152163,0.369308054,0.276,0.724,0.6311,0.31,POINT (-92.439162 34.899825),Evangelical,0.739049053
5095,Arkansas,Monroe County,Southeast,13.4,36.24,25.58,0.548650568,0.407315341,0.323,0.677,0.6656,0.404,POINT (-92.439162 34.899825),Evangelical,0.797275739
5097,Arkansas,Montgomery County,Southeast,12.2,3.18,0,0.786470436,0.188742577,0.312,0.687,0.5863,0.31,POINT (-92.439162 34.899825),Evangelical,0.47791715
5099,Arkansas,Nevada County,Southeast,14.6,3.46,-22.51,0.635199524,0.320428827,0.275,0.725,0.6078,0.269,POINT (-92.439162 34.899825),Evangelical,0.87918195
5101,Arkansas,Newton County,Southeast,10.1,46.07,40.54,0.7983992,0.177338669,0.331,0.669,0.5833,0.256,POINT (-92.439162 34.899825),Evangelical,0.283193277
5103,Arkansas,Ouachita County,Southeast,35.6,25.05,9.78,0.549797487,0.414892512,0.308,0.691,0.5742,0.399,POINT (-92.439162 34.899825),Evangelical,1.049042879
5105,Arkansas,Perry County,Southeast,18.9,64.22,62.63,0.751891074,0.218716231,0.229,0.771,0.6045,0.409,POINT (-92.439162 34.899825),Evangelical,0.361512685
5107,Arkansas,Phillips County,Southeast,31.3,12.05,-2.95,0.387215636,0.580422941,0.247,0.753,0.6656,0.375,POINT (-92.439162 34.899825),Evangelical,0.612584456
5109,Arkansas,Pike County,Southeast,18.8,15.99,6.66,0.828780028,0.151672162,0.325,0.677,0.6078,0.301,POINT (-92.439162 34.899825),Evangelical,0.635550438
5111,Arkansas,Poinsett County,Southeast,32.4,35.22,32.79,0.786863449,0.189336524,0.316,0.684,0.6656,0.319,POINT (-92.439162 34.899825),Evangelical,0.761745922
5113,Arkansas,Polk County,Southeast,24.1,5.72,0,0.828621908,0.146760895,0.477,0.522,0.6236,0.267,POINT (-92.439162 34.899825),Evangelical,0.632562191
5115,Arkansas,Pope County,Southeast,76,16.28,13.16,0.740054028,0.236247544,0.414,0.587,0.6045,0.38,POINT (-92.439162 34.899825),Evangelical,0.52668653
5117,Arkansas,Prairie County,Southeast,13.4,10.63,7.09,0.79713877,0.187124464,0.335,0.664,0.6551,0.305,POINT (-92.439162 34.899825),Evangelical,0.590017212
5119,Arkansas,Pulaski County,Southeast,503.8,29.34,20.41,0.3747264,0.599843489,0.181,0.819,0.5152,0.466,POINT (-92.439162 34.899825),Evangelical,0.692505251
5121,Arkansas,Randolph County,Southeast,27.6,19.09,11.13,0.786112742,0.178361715,0.399,0.6,0.6156,0.228,POINT (-92.439162 34.899825),Evangelical,0.634036396
5123,Arkansas,St. Francis County,Southeast,44.5,16,9.14,0.456105796,0.507034328,0.383,0.617,0.6656,0.359,POINT (-92.439162 34.899825),Evangelical,0.589921438
5125,Arkansas,Saline County,Southeast,148,30.92,19.84,0.694464439,0.281957197,0.264,0.736,0.5636,0.39,POINT (-92.439162 34.899825),Evangelical,0.470117067
5127,Arkansas,Scott County,Southeast,12.6,30.57,20.84,0.834131231,0.136018023,0.419,0.581,0.6236,0.295,POINT (-92.439162 34.899825),Evangelical,0.598682453
5129,Arkansas,Searcy County,Southeast,12.3,56.19,48.94,0.837272953,0.146305051,0.313,0.687,0.5833,0.309,POINT (-92.439162 34.899825),Evangelical,0.487370348
5131,Arkansas,Sebastian County,Southeast,236.4,10.62,2.69,0.661815868,0.307318625,0.42,0.58,0.5939,0.29,POINT (-92.439162 34.899825),Evangelical,0.781858379
5133,Arkansas,Sevier County,Southeast,30.2,11.76,-2.94,0.746635909,0.214532872,0.368,0.632,0.6236,0.35,POINT (-92.439162 34.899825),Evangelical,0.579845234
5135,Arkansas,Sharp County,Southeast,28.6,21.3,13.93,0.784826857,0.184773989,0.445,0.555,0.6283,0.3,POINT (-92.439162 34.899825),Evangelical,0.788461538
5137,Arkansas,Stone County,Southeast,20.4,17.13,-10.29,0.777366117,0.198720108,0.269,0.732,0.6283,0.318,POINT (-92.439162 34.899825),Evangelical,0.521865419
5139,Arkansas,Union County,Southeast,40.1,5.17,-4.8,0.630938761,0.336243753,0.393,0.606,0.5742,0.361,POINT (-92.439162 34.899825),Evangelical,0.965152862
5141,Arkansas,Van Buren County,Southeast,24.4,19,8.64,0.772896119,0.20404765,0.189,0.811,0.6283,0.346,POINT (-92.439162 34.899825),Evangelical,0.491876265
5143,Arkansas,Washington County,Southeast,215.6,12.96,8,0.503935671,0.464897206,0.163,0.837,0.5899,0.405,POINT (-92.439162 34.899825),Evangelical,0.662930589
5145,Arkansas,White County,Southeast,74.5,40.09,31.93,0.782969079,0.193556743,0.232,0.768,0.6551,0.349,POINT (-92.439162 34.899825),Evangelical,0.721547563
5147,Arkansas,Woodruff County,Southeast,12.4,6.78,6.78,0.623182553,0.345718901,0.315,0.685,0.6551,0.458,POINT (-92.439162 34.899825),Evangelical,0.535674931
5149,Arkansas,Yell County,Southeast,23.9,6.02,4.01,0.775255897,0.19047619,0.328,0.672,0.6045,0.357,POINT (-92.439162 34.899825),Evangelical,0.570385396
6001,California,Alameda County,Far West,2043.6,6.71,4.91,0.177055948,0.80229625,0.082,0.918,0.1465,0.684,POINT (-119.662127 37.211164),Catholic,0.351323703
6003,California,Alpine County,Far West,1.6,0,0,0.32928475,0.642375169,0.198,0.802,0.2312,NULL,POINT (-119.662127 37.211164),Non-denominational,0.042553191
6005,California,Amador County,Far West,64.1,5.39,-1.8,0.609138194,0.365572594,0.157,0.843,0.2312,0.404,POINT (-119.662127 37.211164),Catholic,0.274080491
